ID	chrom	loc.start	loc.end	seg	num.mark	nhet	cnlr.median	mafR	segclust	cnlr.median.clust	mafR.clust	cf	tcn	lcn	cf.em	tcn.em	lcn.em
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	9	78772047	106857908	14	2132	180	-0.694600162424125	1.73150582340868	5	-0.694600162424125	1.73150582340868	0.625865814137557	1	0	0.585091625865335	2	0
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	9	106858488	141109950	15	3984	341	-0.486375262182426	2.05475471329553	6	-0.481682430328295	2.03131568515137	0.625865814137557	2	0	0.632671254151616	2	0
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	10	93315	135455606	16	10147	957	-0.0770213203410146	0.212933608505262	12	-0.0746584914296465	0.218335049229328	0.625865814137557	3	1	0.626634169840401	3	1
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	11	179460	134257515	17	12794	1121	0.025786048824617	3.01644988815379	14	0.0258274276803469	3.01644988815379	0.660681806376221	3	0	0.578539458309532	4	0
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	12	73300	133781050	18	13585	1078	0.237886556628109	0.678903054813562	18	0.245469781976157	0.694465292155467	0.660681806376221	4	1	0.6538796674836	4	1
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	13	19147400	92003696	19	3704	331	-0.47577303926963	0.0202453424909064	7	-0.481682430328295	0.0111377887924743	1	2	1	NA	2	1
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	13	92101216	102344893	20	553	52	-1.07764617154632	1.00636307192536	1	-1.07764617154632	1.00636307192536	0.660681806376221	1	0	0.660681806376221	1	0
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	13	102359244	115091550	21	773	62	-0.51380561673404	0.0141143834237523	7	-0.481682430328295	0.0111377887924743	1	2	1	NA	2	1
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	14	19012883	107283355	22	7943	774	-0.475598202761858	1.93437544523755	6	-0.481682430328295	2.03131568515137	0.625865814137557	2	0	0.632671254151616	2	0
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	15	20083896	102462650	23	8608	665	-0.0732228994365879	0.212388580234359	12	-0.0746584914296465	0.218335049229328	0.625865814137557	3	1	0.626634169840401	3	1
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	16	67058	17235050	24	1899	161	0.57630072307148	0.498219977026097	24	0.575649520320963	0.579811541442028	0.466052601929482	7	2	0.660681806376221	5	1
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	16	17252787	32070700	25	2087	128	0.849533322717013	0.66962113111427	27	0.849533322717013	0.66962113111427	0.625865814137557	7	2	0.660681806376221	7	3
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	16	32077240	32266400	26	20	4	0.680770301226886	0.178810784691677	26	0.710307416169727	NA	0.625865814137557	6	NA	0.660681806376221	6	2
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	16	32334250	48752218	27	666	163	-0.082248563571345	0.0773560388224627	13	-0.0746584914296465	0.0773560388224627	0.509160846401013	3	1	0.156670814432052	6	3
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	16	48752737	90171254	28	3795	352	-0.513291674583741	2.0120494805334	6	-0.481682430328295	2.03131568515137	0.625865814137557	2	0	0.632671254151616	2	0
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	17	11166	18997106	29	3462	336	-0.465844890889473	0.00177465939589392	7	-0.481682430328295	0.0111377887924743	1	2	1	NA	2	1
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	17	19186541	81050947	30	9129	724	0.272222342731027	0.692179921599213	18	0.245469781976157	0.694465292155467	0.660681806376221	4	1	0.6538796674836	4	1
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	18	12976	6912143	31	429	57	-0.780997683061617	0.904243934479784	4	-0.780997683061617	0.904243934479784	0.54611569917117	1	0	0.660681806376221	1	NA
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	18	6942134	12546900	32	460	52	0.301000112191715	0.9199320977431	18	0.245469781976157	0.694465292155467	0.660681806376221	4	1	0.6538796674836	4	1
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	18	12634986	14512000	33	196	21	-0.972704783713639	1.23605643369939	3	-0.984067671209055	NA	0.625865814137557	1	NA	0.660681806376221	1	0
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	18	14513529	25593898	34	702	62	0.371997722044116	0.444378919910561	21	0.363640264618681	0.444378919910561	0.660681806376221	4	1	0.660681806376221	4	1
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	18	25727712	27878850	35	10	0	0.0477511037885392	0	15	0.0258274276803469	NA	0.625865814137557	3	NA	0.660681806376221	3	NA
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	18	28574222	29543668	36	211	21	-0.985634597621259	1.20381488717288	3	-0.984067671209055	NA	0.625865814137557	1	NA	0.660681806376221	1	0
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	18	29547027	33848550	37	313	36	0.307412052168461	0.795888548789119	18	0.245469781976157	0.694465292155467	0.660681806376221	4	1	0.6538796674836	4	1
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	18	33935573	43842910	38	313	27	-1.01483223133918	0.749521160607057	2	-1.02529417720174	0.948375777212639	0.625865814137557	1	0	0.660681806376221	1	NA
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	18	43914264	52610100	39	492	43	0.229994918019166	0.801410833599974	18	0.245469781976157	0.694465292155467	0.660681806376221	4	1	0.6538796674836	4	1
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	18	52895531	59206480	40	331	34	-1.04600014562742	0.875573645920912	2	-1.02529417720174	0.948375777212639	0.625865814137557	1	0	0.660681806376221	1	NA
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	18	59212215	77960711	41	665	92	0.346270093252346	1.11357372796463	20	0.363640264618681	1.11357372796463	0.837733642887357	4	1	0.660681806376221	4	1
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	19	110650	59097704	42	10784	1292	0.0847681494853831	0.0549551672028574	16	0.0847681494853831	0.0549551672028574	0.323082780770816	5	2	0.461160538872329	4	2
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	20	68303	21695448	43	1614	112	-1.02654015998251	1.02673688833686	2	-1.02529417720174	0.948375777212639	0.625865814137557	1	0	0.660681806376221	1	NA
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	20	22562483	30137070	44	299	66	0.569282041206358	0.746717190401409	24	0.575649520320963	0.579811541442028	0.466052601929482	7	2	0.537962967735583	6	1
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	20	30137942	37667104	45	1370	101	0.71046533139607	1.46622042856726	25	0.710307416169727	1.46622042856726	0.837733642887357	5	1	0.660681806376221	6	1
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	20	37958043	62904657	46	2026	143	0.493570572321009	1.09661360471379	23	0.483142774466006	1.09661360471379	0.944811758109426	4	1	0.639199145806322	5	1
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	21	9590370	48084282	47	2542	339	-0.0970322628998245	0.216780933108408	12	-0.0746584914296465	0.218335049229328	0.625865814137557	3	1	0.626634169840401	3	1
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	22	16123300	51220800	48	4203	316	-0.491978402970834	0.0100905299254509	7	-0.481682430328295	0.0111377887924743	1	2	1	NA	2	1
b4315cd86f87e64ad8cea666d7dbf3b2_Dual_purity	23	200950	155239750	49	10567	451	0.173016605139624	0.0220261941030747	17	0.173016605139624	0.0220261941030747	0.36789406415265	5	2	0.564010653262592	4	2
