ID	chrom	loc.start	loc.end	seg	num.mark	nhet	cnlr.median	mafR	segclust	cnlr.median.clust	mafR.clust	cf	tcn	lcn	cf.em	tcn.em	lcn.em
534337201be7ca6b06b4aa5b344e2213_Dual_purity	11	65480225	88780945	31	1545	61	0.409247143707299	0.145624111032067	10	0.424817912144333	0.249001961878197	0.640274439334143	3	1	0.307265418054912	4	2
534337201be7ca6b06b4aa5b344e2213_Dual_purity	11	88911233	134252650	32	2984	219	-0.507355158009408	0.83368531882956	2	-0.512863730807922	0.852317610914542	0.608530139692959	1	0	0.608530139692959	1	0
534337201be7ca6b06b4aa5b344e2213_Dual_purity	12	73400	51901167	33	4058	332	0.0321460006143804	0.0297937153994457	5	0.0256703754352075	0.0324391151880929	1	2	1	NA	2	1
534337201be7ca6b06b4aa5b344e2213_Dual_purity	12	52056899	56384529	34	813	75	-0.56427275283777	0.914409657227678	1	-0.56427275283777	0.914409657227678	0.640274439334143	1	0	0.608530139692959	1	0
534337201be7ca6b06b4aa5b344e2213_Dual_purity	12	56385153	133780950	35	5431	332	0.0237307638323311	0.0323282860865237	5	0.0256703754352075	0.0324391151880929	1	2	1	NA	2	1
534337201be7ca6b06b4aa5b344e2213_Dual_purity	13	19147300	115091550	36	3935	317	-0.522280515665182	0.788731333147399	2	-0.512863730807922	0.852317610914542	0.608530139692959	1	0	0.608530139692959	1	0
534337201be7ca6b06b4aa5b344e2213_Dual_purity	14	19028447	107283270	37	6039	492	0.040317224493851	0.00964818432422987	5	0.0256703754352075	0.0324391151880929	1	2	1	NA	2	1
534337201be7ca6b06b4aa5b344e2213_Dual_purity	15	20169897	102516438	38	6355	469	0.0235132858920471	0.026478451460604	5	0.0256703754352075	0.0324391151880929	1	2	1	NA	2	1
534337201be7ca6b06b4aa5b344e2213_Dual_purity	16	79811	90171154	39	5851	466	0.0379334226776481	0.0247948717973575	5	0.0256703754352075	0.0324391151880929	1	2	1	NA	2	1
534337201be7ca6b06b4aa5b344e2213_Dual_purity	17	11302	44632663	40	5615	415	-0.511097915445947	0.664975279069368	2	-0.512863730807922	0.852317610914542	0.608530139692959	1	0	0.608530139692959	1	0
534337201be7ca6b06b4aa5b344e2213_Dual_purity	17	44770400	67171537	41	2213	150	0.0252090239415388	1.75357319996878	6	0.0256703754352075	1.8476474778401	0.59128594895282	2	0	0.583905037217287	2	0
534337201be7ca6b06b4aa5b344e2213_Dual_purity	17	67178316	80156300	42	1026	89	0.547346550193333	3.37110208416227	11	0.547346550193333	3.37110208416227	0.711588428605531	3	0	0.608530139692959	3	0
534337201be7ca6b06b4aa5b344e2213_Dual_purity	17	80194664	81042923	43	97	16	-0.535312697317637	0.878816026948175	4	-0.512863730807922	NA	0.608530139692959	1	NA	0.608530139692959	1	0
534337201be7ca6b06b4aa5b344e2213_Dual_purity	18	12893	77896150	44	3175	265	0.0213551432309162	0.0458864649859476	5	0.0256703754352075	0.0324391151880929	1	2	1	NA	2	1
534337201be7ca6b06b4aa5b344e2213_Dual_purity	19	110783	37005298	45	3549	358	0.0289763968678323	0.0491070188554557	5	0.0256703754352075	0.0324391151880929	1	2	1	NA	2	1
534337201be7ca6b06b4aa5b344e2213_Dual_purity	19	37005453	52562200	46	2347	181	-0.520195674139583	0.9548959947902	2	-0.512863730807922	0.852317610914542	0.608530139692959	1	0	0.608530139692959	1	0
534337201be7ca6b06b4aa5b344e2213_Dual_purity	19	52567852	54875881	47	597	105	0.314722824516162	0.163094531116315	9	0.314722824516162	0.163094531116315	0.465257428521669	3	1	0.207269774832898	4	2
534337201be7ca6b06b4aa5b344e2213_Dual_purity	19	54941056	59097601	48	840	89	0.874125923137451	0.959306858882821	13	0.874125923137451	0.959306858882821	0.809011586998866	4	1	0.404659470219085	6	1
534337201be7ca6b06b4aa5b344e2213_Dual_purity	20	68336	30538165	49	1451	151	-0.0150179348168243	0.0173652594305008	5	0.0256703754352075	0.0324391151880929	1	2	1	NA	2	1
534337201be7ca6b06b4aa5b344e2213_Dual_purity	20	30584770	33050050	50	321	18	-0.530955149790281	0.929715800733231	4	-0.512863730807922	NA	0.608530139692959	1	NA	0.608530139692959	1	0
534337201be7ca6b06b4aa5b344e2213_Dual_purity	20	33054216	35717461	51	407	29	0.0603376675397579	0.0105925408457932	5	0.0256703754352075	0.0324391151880929	1	2	1	NA	2	1
534337201be7ca6b06b4aa5b344e2213_Dual_purity	20	35731142	48177974	52	949	51	0.943706516613553	0.888617294528672	14	0.943706516613553	0.888617294528672	0.858080476462767	4	1	0.471039157332748	6	1
534337201be7ca6b06b4aa5b344e2213_Dual_purity	20	48252798	61513751	53	558	45	1.66429913532045	2.93395192082538	16	1.66429913532045	2.93395192082538	0.858080476462767	7	1	0.608530139692959	9	3
534337201be7ca6b06b4aa5b344e2213_Dual_purity	20	61522331	62904750	54	137	8	0.758367041052606	0.893642489439422	12	0.758367041052606	NA	0.608530139692959	4	NA	0.300968494585298	6	0
534337201be7ca6b06b4aa5b344e2213_Dual_purity	21	9590414	48084149	55	1876	248	0.0166150007445747	0.0608847001827977	5	0.0256703754352075	0.0324391151880929	1	2	1	NA	2	1
534337201be7ca6b06b4aa5b344e2213_Dual_purity	22	16123350	51220699	56	2822	202	-0.489006012002323	0.887560178535311	2	-0.512863730807922	0.852317610914542	0.608530139692959	1	0	0.608530139692959	1	0
534337201be7ca6b06b4aa5b344e2213_Dual_purity	23	200900	155235150	57	7993	338	0.000995696762611711	0.0332489602028167	5	0.0256703754352075	0.0324391151880929	1	2	1	NA	2	1
