ID	chrom	loc.start	loc.end	seg	num.mark	nhet	cnlr.median	mafR	segclust	cnlr.median.clust	mafR.clust	cf	tcn	lcn	cf.em	tcn.em	lcn.em
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	10	93100	135477836	20	11571	1235	-0.0358892328960289	0.0211074774610936	4	-0.0292018589768317	0.0220654479367929	1	2	1	0.137644765997828	1	0
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	11	87350	90849496	21	11492	1308	0.0172281786806071	0.034159570445203	6	0.0183457385163078	0.035339092515013	1	2	1	0.0260267743267328	4	2
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	11	91740207	134188750	22	4067	447	-0.147401681797066	0.067725091839541	2	-0.137357413955129	0.0527374695826494	1	2	1	NA	2	1
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	11	134202100	134605849	23	35	6	0.000775049151192961	0.0664368937878893	5	-0.0292018589768317	NA	1	2	NA	0.00141056286932661	0	0
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	12	67800	133810750	24	14639	1653	-0.0834766224758623	0.0297892091383535	3	-0.0734738037298756	0.0312109405298208	1	2	1	NA	2	1
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	13	19042044	115092551	25	5250	573	-0.0362195953515014	0.0197058983374615	4	-0.0292018589768317	0.0220654479367929	1	2	1	0.137644765997828	1	0
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	14	19110239	107283355	26	8851	1170	-0.0364209251115204	0.0251022858861428	4	-0.0292018589768317	0.0220654479367929	1	2	1	0.137644765997828	1	0
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	15	20083896	32928390	27	1482	244	0.137943006410146	0.0112127070017248	7	0.137943006410146	0.0112127070017248	0.209544552525338	3	1	0.102625839566344	4	2
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	15	32928998	102261334	28	8569	975	-0.0770441554856594	0.0246543997638556	3	-0.0734738037298756	0.0312109405298208	1	2	1	NA	2	1
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	15	102263358	102516492	29	82	11	0.23155752495466	0.0278070076368149	9	0.20287103859245	NA	0.3	3	NA	0.0888032824635827	6	3
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	16	67089	31927685	30	5895	720	-0.0238074818150943	0.0183134053822607	4	-0.0292018589768317	0.0220654479367929	1	2	1	0.137644765997828	1	0
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	16	31963400	46432729	31	469	163	0.32563118006059	0.0295811041699098	11	0.32563118006059	0.0295811041699098	0.334391499580777	3	1	0.209544552525338	5	1
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	16	46509662	90238127	32	5192	572	-0.0404175046330759	0.0295848991716094	4	-0.0292018589768317	0.0220654479367929	1	2	1	0.137644765997828	1	0
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	17	6157	37688150	33	7302	826	-0.120715727220174	0.0478673040233455	2	-0.137357413955129	0.0527374695826494	1	2	1	NA	2	1
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	17	37760038	38209658	34	179	20	0.800205364989376	1.57583458288711	13	0.800205364989376	NA	0.3	7	NA	0.209544552525338	9	2
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	17	38230750	81188283	35	8393	932	-0.0739836176490006	0.0505331568443475	3	-0.0734738037298756	0.0312109405298208	1	2	1	NA	2	1
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	18	12716	78005189	36	4276	460	-0.0701550047025228	0.0230006757257679	3	-0.0734738037298756	0.0312109405298208	1	2	1	NA	2	1
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	19	60800	30529001	37	6787	958	-0.005989424326912	0.0259486506397482	4	-0.0292018589768317	0.0220654479367929	1	2	1	0.137644765997828	1	0
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	19	30934450	52795466	38	6276	791	-0.137085733696542	0.0574780944502514	2	-0.137357413955129	0.0527374695826494	1	2	1	NA	2	1
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	19	52803600	59097549	39	2246	362	-0.0567277082124965	0.0396535072795884	3	-0.0734738037298756	0.0312109405298208	1	2	1	0.0383228091156168	0	0
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	20	68264	62958909	40	6867	802	-0.0575411954394401	0.0235987140302587	3	-0.0734738037298756	0.0312109405298208	1	2	1	NA	2	1
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	21	9460000	48100750	41	3175	482	-0.0173458101130901	0.0213449901009173	4	-0.0292018589768317	0.0220654479367929	1	2	1	0.137644765997828	1	0
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	22	16123200	51237581	42	6504	802	-0.016882675043611	0.014871924812003	4	-0.0292018589768317	0.0220654479367929	1	2	1	0.137644765997828	1	0
10d85d009df4ff9f97b61da04d2f86b7_Dual_purity	23	200850	155256950	43	12363	866	-0.00912523124385412	0.0180420639527357	4	-0.0292018589768317	0.0220654479367929	1	2	1	0.137644765997828	1	0
